DatasourceID,Author,Year,Title,Reference,Availability,ContactAddress,DataMedium,Notes
587,"Montgomery, M.E. & Wallner, W.E.","1987","The gypsy moth: a westward migrant.","in: Dynamics of Forest Insect populations, patterns, causes, implications. Edited by Berryman, A.A., p353-375","Public Domain","None","Electronic transfer","None"
588,"Royama, T.","1981","Fundamental concepts and methodology for the analysis of animal population dynamics, with particular reference to univoltine species.","Ecological Monographs, 51:473-493","Public Domain","None","Hard Copy - Graphical","None"
589,"Kato, M.","1994","Alternation of bottom-up and top-down regulation in a natural population of an agromyzid leafminer, Chromatomyia suikazurae.","Oecologia, 97:9-16","Public Domain","None","Hard Copy - Graphical","None"
590,"Poland, H.","1892","Fur-bearing mammals in nature and commerce.","Gurney and Jackson, London.","Public Domain","None","Hard Copy - Tabular","Data for years 1890 onwards are taken from graphs in Seton, E.T.,1911, The Arctic Prairies. Charles Scribner's Sons, New York."
591,"Markkula, M","1965","The pests of cultivated plants in Finland 1965.","Maatal Ja Koetoim 20:185-195","Public Domain","None","Electronic transfer","None"
593,"Anderson, R.M.","1982","Directly transmitted viral and bacterial infections of man.
man.","Population dynamics of infectious diseases (ed. RM Anderson) pp 1-37 Population and community biology series, Chapman & Hall, London.","Public Domain","None","Hard Copy - Graphical","This source includes data for the numbers vaccinated."
594,"Vanholder, B.","1997","Belgian Migrating Lepidoptera.","Http://www.club.innet.be/~pub00644","Public Domain","Bart Vanholder, Droeskouter 33, B-9450 HAALTERT, Belgium.","Hard Copy - Tabular","Survey comprises 180 observers that are regular recorders of Lepidoptera."
596,"Colebook, J.M.","1978","Continuous plankton records: zooplankton and environment, north-east Atlantic and North Sea, 1948-1975.","Oceanol. Acta 1:9-23","Public Domain","None","Hard Copy - Graphical","None"
597,"Lidicker, W.Z.","1973","Regulation of numbers of an island population of California vole, a problem in community dynamics.","Ecological Monographs, 43:271-302","Public Domain","None","Hard Copy - Graphical","None"
598,"Southern, H.N.","1970","The natural control of a population of Tawny owls (Strix aluco).","J. A. Zool., 162:197-285","Public Domain","None","Hard Copy - Tabular","None"
599,"Little, R.M., Crowe, T.M. & Villacastin-Herrero, C.A.","1996","Conservation implications of long-term population trends, environmental correlates and predictive models for Namaqua sandgrouse.","Biological Conservation, 75:93-101","Public Domain","FitzPatrick Institute and Dept of Zoology, University of Cape Town, Rondebosch 7700, South Africa","Hard Copy - Tabular","None"
600,"Siivonen, L.","1952","On the reflection of short-term fluctuations in numbers in the reproduction of tetraonids.","Riistatieteellisia Julkaisuja: Papers on Game Research, Feb 26 1958","Public Domain","None","Hard Copy - Tabular","Data computed from: 1911-19, Game enquiries by the forestry board in 94 areas except Uusimaa, 1928-49, General Hunters' League of Finland, average of 300 areas & 1945-52, Game Research Institute, average of 500 areas."
602,"Snorrason, S.S., Jonasson, P.M., Jonsson, B., Lindem, T., Malmquist, H. J., Sandlund, O.T. & Skulason, S.","1992","Population dynamics of the planktivorous arctic charr Salvelinus alpinus (""murta"") in Thingvallavatn.","Oikos, 64:352-364","Public Domain","Snorrason- Inst. Of Biology, Univ. of Iceland, Grensasvegur 12, IS-108 Reykjavik, Iceland","Hard Copy - Graphical","None"
603,"Lindstrom, J., Ranta, E. Kaitala, V. & Linden, H.","1995","The clockwork of Finnish tetraonid population dynamics.","Oikos, 74:185-194","Public Domain","Integrative Ecology Unit, Dept. of Ecology and Systematics, Div. Of Population Biology, PO BOX 17 FIN-00014, University of Helsinki, Finland.","Hard Copy - Graphical","None"
604,"MacLulich, D.A.","1957","The place of chance in population processes.","Journal of Wildlife Management, 21:293-299","Public Domain","None","Hard Copy - Tabular","None"
605,"Gosling, L.M., Watt, A.D. & Baker, S.J.","1981","Continuous retrospective census of the East Anglian coypu population between 1970 and 1979.","Journal of Animal Ecology, 50:885-901","Public Domain","None","Hard Copy - Graphical","Estimates obtained from census data. Based on age of animals at death and extrapolated backward to sum the number alive to reconstruct the population. Any unrecorded mortality leads to an under estimation of population."
606,"Talbot, G.B. & Wares, P.G.","1975","Fishery for the Pacific Billfish off Southern California and Mexico, 1903-69.","Trans. Amer. Fisheries Soc. 104:1-12","Public Domain","None","Hard Copy - Graphical/Tabular","None"
607,"Pulliainen, E.","1981","A transect survey of small land carnivore and red fox populations on a subarctic fell in Finnish forest Lapland over 13 winters.","Annuals Zool. Fennici, 18:270-276","Public Domain","None","Hard Copy - Graphical/Tabular","None"
608,"Rotella, Jay., Ratti, J.T., Reese, K.P., Taper, M.L. & Dennis, B.","1996","Long-term Population Analysis of Gray Partridge in Eastern Washington.","Journal of Wildlife Management, 60:817-825","Public Domain","None","Hard Copy - Graphical","Data from Swanson and Yocom (1943), Poelker and Buss (1972) Habitat improvement - tha way to higher wildlife populations in southeast Washington. Northwest Sci. 46:25-31, Rotella and Ratti (1986) Test of a critical density index assumption: a case study with gray partridge. J. Wildl. Manage. 50:532-539 and this study."
609,"Kalela, O.","1962","On the fluctuations in the numbers of arctic and boreal small rodents as a problem of prediction biology.","Ann. Acad. Sci. Fenn. Ser. A iv 66p38","Public Domain","None","Hard Copy - Graphical","None"
610,"Osterlof, S. & Stolt, B-O.","1982","Population trends indicated by birds ringed in Sweden.","Ornis Scand 13:135-146","Public Domain","None","Hard Copy - Tabular","Data for years 1978 and 1979 may be incorrect."
611,"Shelford, V.E.","1943","The abundance of the collared lemming (Dicrostonyx groenlandicus (Tr.) var Richardsoni Mer.) in the Churchill area, 1929 to 1940.","Ecology, 24:472-484","Public Domain","None","Hard Copy - Graphical","None"
612,"Butler, L.","1953","The nature of cycles in populations of Canadian mammals.","Canadian Journal of Zoology, 31:242-62","Public Domain","None","Hard Copy - Graphical","None"
613,"Davis, D.E.","1937","A cycle in Northern shrike emigrations.","The Auk 54:43-49","Public Domain","None","Hard Copy - Graphical","None"
614,"Hanski, I. & Henttonen, H.","1996","Predation on competing rodent species - a simple explanation of complex patterns.","Journal of Animal Ecology, 65:220-232","Public Domain","None","Hard Copy - Graphical/Tabular","None"
615,"Krebs, C.J. &  Myers, J.H.","1974","Population cycles in small mammals.","Advances in Ecological Research, 8:267-399","Public Domain","None","Hard Copy - Graphical","DataID 3969 taken from Koshkina, T.V., 1966, and DataID 3970 taken from Van Dyne, G.M., 1969."
616,"Wells, J.V., Rosenberg, K.V., Tessaglia, D.L. & Dhondt, A.A.","1996","Population cycles in the varied thrush (Ixoreus naevius).","Canadian Journal of Zoology, 74:2062-2069.","Public Domain","None","Hard Copy - Graphical","DataID 3971 from the Breeding Bird Survey and DataID 3972 from the National Audubon Society's Christmas Bird Counts."
617,"Vickery, W.L. & Nudds, T.D.","1984","Detection of density dependent effects in annual duck censuses.","Ecology, 65:96-104","Public Domain","None","Hard Copy - Tabular","Most of the data were collected by J.H. Stout of the US Fish and Wildlife Service."
618,"Hudson, P.J., Newborn, D. & Dobson, A.P.","1992","Regulation and stability of a free living host-parasite system: Trichostrongylus tenuis in red grouse. I Monitoring and parasite reduction experiments.","Journal of Animal Ecology, 61:477-486","Public Domain","None","Hard Copy - Graphical","None"
620,"Korpimaki, E.","1994","Rapid or delayed tracking of multi-annual vole cycles by avian predators?","Journal of Animal Ecology, 63:619-628","Public Domain","None","Hard Copy - Graphical","None"
621,"Heikkila, J., Below, A. & Hanski, I.","1994","Synchronous dynamics of microtine rodent populations on islands in Lake Inari in northern Fennoscandia: evidence for regulation by mustelid predators.","Oikos, 70:245-252","Public Domain","None","Hard Copy - Graphical","None"
622,"Jefferies, D.J. & Pendlebury, J. B.","1968","Population fluctuations of stoats, weasels, and hedgehogs in recent years.","Journal of Zoology, London 156:513-517","Public Domain","None","Hard Copy - Graphical","Notes from the Mammal Society - No 17 from The Scientific Secretary, Mammal Society of the British Isles."
623,"Bigger, M.","1973","An investigation by Fourier analysis into the interaction between coffee leaf-miners and their larval parasites.","Journal of Animal Ecology, 42:417-434","Public Domain","None","Hard Copy - Graphical","None"
624,"Altenkirch, W. & Gussone, H.A.","1990","Zyklische Flutuation beim kleinen Frostpanner (Operophthera brumata L.).","Allg. Forst-u. J.-Ztg, 162","Public Domain","None","Hard Copy - Graphical","In German."
625,"Bigger, M.","1976","Oscillations of tropical insect populations.","Nature, 259, 207-209","Public Domain","None","Hard Copy - Graphical","None"
626,"Williams, G.R.","1954","Population fluctuations in some northern hemisphere game birds (Tetraonidae).","Journal of Animal Ecology, 23: 1","Public Domain","None","Hard Copy - Graphical","Data from Gudmundsson, F., Cycles in Icelandic ptarmigan populations., Menntamalaradtuneytidt."
627,"Barger, J.L.","1997","The brown lemming, Lemmus trimucronatus.","http://www.uafbio.alaska.edu/gradstudents/barger/lemmus/abunds.gif","Public Domain","Department of Biology and Wildlife, Institute of Arctic Biology, University of Alaska Fairbanks.","Hard Copy - Graphical","Data after Batzli et al. (1980); An Arctic Ecosystem. NB: New web address: http://ftjlb.iab.uaf.edu/lemmus/abunds.gif"
628,"Leirs, H., Stenseth, N., Nichols, J.D., Hines, J.E., Verhagen, R. & Verheyen, W.","1997","Stochastic seasonality and nonlinear density-dependent factors regulate population size in an African rodent.","Nature, 389:176-180","Public domain","Danish Pest management Laboratory, Skovbrynet 14, DK-2800 Lyngby, Denmark","Hard Copy - Graphical","None"
629,"Caddy, J.F.","1990","Recent trends in Mediterranean fisheries.","General Fisheries Council for the Mediterranean, Studies and Reviews, No 63 1990, Recent trends in the fisheries and environment in the general fisheries council for the Mediterranean (GFCM) area. Food and Agriculture Organization of the United Nations","Public Domain","None","Hard Copy - Graphical","Data taken from Ivanov, L. and Beverton, R.J.H (1985) The Fisheries Resources of the Mediterranean Part II Black Sea. GFCM Studies & Reviews (60) 135."
700,"Bejer, B.","1988","The nun moth in European spruce forests.","In: Berryman, A.A. Dynamics of forest insect populations, patterns, causes, implications.","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
701,"Berryman, A.","1991","Vague notions of density dependence.","Oikos, 62:252-254","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
702,"Berryman, A.","1996","What causes population cycles of forest Lepidoptera?","TREE, 11:28-32","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
703,"Erlien, D. & Tester, J.","1984","Population ecology of sciurids in morthwestern Minnesota.","Canadian Field Naturalist, 98:1-6","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
704,"Froschle, M.","1991","Zu den Zyklen der Massenvermehrungen der Schermaus (Arvicola terrestris L.) in Baden-Wurttemberg. (About the population cycles of the water vole (Arvicola terrestris L.) in Baden-Wurttemberg)","Gesunde Pflanzen, 43:408-411","Public Domain","None","Hard Copy - Graphical","In German."
705,"King, C.","1988","Weasels and Stoats.","Weasels and Stoats: Natural history, Cornell","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
706,"Korner, M.","1993","Geschichte und Zoologie interdisziplinar: Feld- und Schermause in Solothurn 1538-1643. Ein Beitrag zur historischen Demographie wild lebender Tierarten.","Jahrbusch fur Solothurnische Geschichte, 66:441-454","Public Domain","None","Hard Copy - Tabular","In German. Data taken from Table 1, NB year 1639 shows different data to Graph 1."
707,"Ito, Y.","1980","Comparitive ecology.","Cambridge University Press pp 143","Public Domain","None","Hard Copy - Graphical","Reference of graph is Waloff, 1976."
708,"Rothery, P., Newton, I., Dale, L. & Wesolowski, T.","1997","Testing for density dependence allowing for weather effects.","Oecologia, 112:518-523.","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally. Butterfly data from the United Kingdom Butterfly Monitoring Scheme (Pollard 1977; Moss and Pollard 1993)"
709,"Saucy, F.","1994","Density dependence in time series of the fossorial form of the water vole, (Arvicola terrestris).","Oikos, 71:381-392","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
710,"Seldal, T., Andersen, K.J. & Hogstedt, G.","1994","Grazing-induced proteinase-inhibitors - A possible cause for lemming population cycles.","Oikos, 70:3-11","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
711,"Sheftel, B","1989","Long-term and seasonal dynamics of shrews in central Siberia.","Annales Zoologici Fennici, 26:357-369","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
712,"Siivonen, L.","1948","Structure of short cyclic fluctuation in numbers of mammals and birds in the northern ports of the northern hemisphere.","Papers in Game Research, 1:1-166","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
713,"Vershinin, A.","1972","The biology and trapping of the ermine in Kamchatka.","Byull. Mosk. O-va Ispyt. Otd. Biol. 77:16-26","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
714,"Wolda, H. &  Dennis, B.","1993","Density-dependence tests, are they?","Oecologia, 95:581-591","Public Domain","None","Hard Copy - Graphical","None"
715,"Butet, A. & Leroux, A.","1994","Spatial and temporal density fluctuations in common vole populations in a marsh in western France.","Polish Ecological Studies, 20:137-146","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
716,"Dobson, A. & Hudson, P.","1994","The interaction between the parasites and predators of Red Grouse Lagopus lagpus scoticus.","Ibis, 137:S87-S96","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
718,"Errington, P.L.","1957","On population cycles and unknowns Cold Spring Harbour.","Cold. Spring Harbor Symp. Quant. Biology, 22:287-300","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
719,"Falck, W., Bjornstad, O. & Stenseth, N.","1995","Geographical gradient in small rodent density-fluctuations - A statistical modelling approach.","Proc. Royal Soc. Lond B 262:363-36","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
720,"Hanski, I. & Henttonen, H.","1994","Traces of population dynamics past.","TREE, 9:2-4","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
721,"Helle, T. & Kojola, I.","1994","Body-mass variation in semidomesticated reindeer.","Canadian Journal of Zooogy, 72:681-688","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
722,"Henttonen, H. et al","1977","Interspecific competition between small rodents in subarctic and boreal ecosystems.","Oikos, 29:581-590","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
723,"Hersteinsson, P.","1992","Unknown","In: D.McCullough & R. Barret (eds). Wildlife 2001 pp. 954-964","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
724,"Ivankina, E.","1987","Numerical dynamics and population structure of bank voles near Moscow.","PhD Thesis. Moscow Univ.","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
725,"Ivanter, E.","1981","Numerical dynamics.","In: Bashenina, N.V. (ed), European red vole. Nauka, Moscow, pp 245-267","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
726,"Kataev, G., Suomela, J. & Palokangas, P.","1994","Densities of microtine rodents along a pollution gradient from a copper-nickel smelter.","Oecologia, 97:491-498","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
727,"Klimetzek, D.","1988","Population dynamics of pine-feeding insects: a historical study.","In: A. Watt et al (eds.) Population dynamics of forest insects pp.3-10 Incercept Andover UK. P3-10","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
728,"Marcstrom, V., Hoglund, N. & Krebs, C.","1990","Periodic fluctuations in small mammals at Boda, Sweden from 1961 to 1988.","Journal of Animal Ecology, 59:753-761","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
729,"Mosknes, A.","1972","Bestandsvingninger hos smaviltarter I trollheimsomradet.","Naturen, 5:315-319","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
730,"Romankow-Zmudowska, A. & Grala, B.","1994","Occurence and distribution of the commonm vole, Microtus arvalis (Pallas) in legumes and seed grasses in Poland between 1977 and 1992.","Polish Ecological Studies, 20:503-508","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
731,"Rosenberry, J. & Klimstra, W.","1984","Population ecology of the bobwhite.","S. Illinois Univ. Press Carbondale,IL","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
732,"Schneider, R. & Yodzis, P.","1994","Extinction dynamics in the American marten (Martes americana).","Conservation Biology, 8:1058-1068","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
733,"Small, R., Marcstrom, V. & Willebrand, T.","1993","Synchronous and nonsynchronous population fluctuations of some predators and their prey in central Sweden.","Ecography, 16:360-364","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
734,"Toussaint, M.","1990","Le campagnol des champs (Microtus arvalis P.).","La Defense dex Vegetaux, 260: 22-31","Public Domain","None","Hard Copy - Graphical/Tabular","In French."
735,"Zhigalski, O.","1992","Factorial analysis of population dynamics in rodents.","Polish Ecological Studies, 18:3-158","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
736,"Boyce, M.","1989","The Jackson Elk Herd","Cambridge Univ. Press","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
737,"Buckley, J. L.","1954","Animal population fluctuations in Alaska - a history.","Trans. N. Am. Wildl. Conf. 19:338-357","Public Domain","None","Hard Copy - Tabular","None"
738,"Bulmer, M.G.","1974","A statistical analysis of the 10-year cycle in Canada.","Journal of Animal Ecology, 43:701-718","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
739,"Kaikusalo, A &  Hanski, I.","1985","Population dynamics of Sorex araneus and S. caecutiens in Finnish Lapland.","Annales Zoologici Fennici, 173:283-285","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
740,"Labutin, Y.","1960","Predators as a factor of change in the numbers of Belyak hares.","S. Naumov (ed.) Research into the cause and natural dynamics of the numbers of Belyak hares","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
741,"Link, W. &  Nicholls, J.","1994","On the importance of sampling variance to investigations of temporal variability in animal population size.","Oikos, 69:539-544","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
742,"Potts, G. et al","1984","Population fluctuations of red grouse: analysis of bag records and a simulation model.","Journal of Animal Ecology, 53:21-36","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
743,"Pucek, Z., Jedrzejewski, W., Jedrzejewski, B. & Pucek, M.","1993","Rodent population dynamics in a primeval deciduous forest (Biolowieza National perk) in relation to weather, seed crop, and predation.","Acta Theriologica 38:199-232","Public Domain","None","Hard Copy - Tabular","None"
744,"Rausch, R. & Pearson, A.","1972","Note on the wolverine in Alaska and the Yukon Territory.","Journal of Wildlife Management, 36:249-267","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
745,"Royama, T.","1984","Population dynamics of the spruce budworm Choristoneura fumiferana.","Ecological Monographs, 54:429-462","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
746,"Saitoh, T., Stenseth, N.C. & Bjornstad, O.N.","1997","Density dependence in fluctuating grey-sided vole populations.","Journal of Animal Ecology, 66:14-24","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
747,"Southwood, T.R.E.","1967","The interpretation of population change.","Journal of Animal Ecology, 36:519-529","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
748,"Stafford, J.","1971","Heron populations of England and Wales 1928-70","Bird Study, 18:218-221","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
749,"Woiwod, I. &  Hanski, I.","1992","Patterns of density dependence in moths and aphids.","Journal of Animal Ecology, 61:619-629","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
750,"Andersen, J.","1952","Fluctuations in the field hare population in Denmark compared with certain climatic factors.","Papers in Game Research, 8:41-43","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
751,"Dennis, B., Munholland, P.L. & Scott, J.M.","1991","Estimation of growth and extinction parameters for endangered species.","Ecological Monographs, 61:115-143","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
752,"Lindstrom, E.","1994","Voles cycles, snow depth and predation.","Oikos, 70:156-160","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
753,"McKenzie, J.","1952","Fluctuations in the numbers of British tetraonids.","Journal of Animal Ecology, 21:128-153","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally. Data for four moors on one estate."
754,"McCleery, R. &  Perrins, C.","1991","Effects of predation on the numbers of Great Tits, Parus major.","In: Bird Population Studies edited by Perrins, C.M., Lebreton, J.-D. & Hirons, G.J.M. Oxford. Univ. Press. pp129-147","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally."
755,"Quinn, N. &  Parker, G.","1987","Wild furbearer management and conservation in North America.","In: M. Novak et al (eds.) Furbearer harvests in North America, 1600-1984. Ministry of Natural Resources Ontario","Public Domain","None","Hard Copy - Graphical","Read from graphs digitally. Data from Stephenson 1884."
762,"Brooks, B., Traill, L. W., Bradshaw, C. J. A.","2006","Minimum viable population sizes and global extinction risk are unrelated.","Ecology Letters, 9 (4), 375-382","Public Domain","None","Electronic transfer","None"
817,"Couturier, S., Brunelle, J., Vandal, D. and St-Martin, G.","1990","Changes in the population dynamics of the George River Caribou Herd, 1976-87","Arctic, 43 (1), 9-20","Public Domain","None","Hard Copy","None"
